features,correlation
140,0.8610705195735912
644,0.8562190359005412
641,0.8541335121765546
75,0.8477361089152844
9,0.8214046894649771
624,0.8188591616015632
658,0.8175363030501065
450,0.8173711736077703
204,0.8036610481973977
659,0.799097133186886
652,0.7954921144529674
651,0.7944906710405844
629,0.7871269045635518
637,0.7861502582667395
653,0.7811714991139241
631,0.7801524997081741
647,0.774886348755154
1460,0.7720059748800199
630,0.7714688750803231
1819,0.7713782331989762
928,0.7712887343592134
1029,0.7630481941576235
1030,0.7618670725340776
929,0.7610663015354481
1301,0.7597142264709332
1308,0.7595932941484226
1820,0.7569360018240963
907,0.7532290642070334
1863,0.7515171053616323
673,0.7512519518804122
922,0.7486076443028906
2016,0.7477360280513294
1693,0.7470471064184575
661,0.7464055062158838
638,0.7457279560471194
1008,0.7451516446347981
1694,0.7447008224400747
639,0.7433146424573657
2038,0.7427864515722316
1023,0.7425989612109398
660,0.7415579471935527
1813,0.7412931625585216
1323,0.741238999619618
1574,0.7379506590694204
1848,0.7375476700052807
29,0.7374310095769002
1708,0.7353346105491074
1309,0.7341059356047606
650,0.7331359526597344
1297,0.733105380785754
1834,0.7310742091659402
1351,0.728834884558256
943,0.7284889912285835
1603,0.7273291317965012
189,0.7255302418269568
124,0.7251163961028326
1489,0.7245173085380509
1849,0.7243444892389559
1302,0.7243034705828941
1044,0.722922610928822
1588,0.7217420365230969
662,0.7210056829275797
1366,0.7176829902139408
1408,0.7168995727063655
2098,0.7166933187339886
616,0.7161034117651416
1352,0.7145163180044999
1449,0.7142433202473241
2079,0.7136305064464928
499,0.7128651343083432
58,0.7124785034693139
914,0.7123063004596132
917,0.7118721294595388
1474,0.7116460795840127
2059,0.711185298255212
253,0.7111318111660201
1686,0.7109039272964532
994,0.7106542301651153
1891,0.7096388274673506
145,0.7068973972981076
1393,0.7062859766995547
1804,0.7056453696582998
174,0.7052450068567014
911,0.7044306629534386
1288,0.7033925922880558
1141,0.7028042500159543
109,0.7027414410524216
1093,0.7026878144037614
729,0.7023664746633914
80,0.7018066007416157
1018,0.6994715124466688
1773,0.6977982555376107
1589,0.6966820013820016
1022,0.6965745202734279
1279,0.6946765774550782
632,0.6946448664245671
640,0.6946441367984026
1581,0.6944410887309329
2242,0.6941091634207824
901,0.6924660437082939
1294,0.6904486484124805
2003,0.6895626922217656
2004,0.6876751452807811
1434,0.687117323586738
238,0.6855367166548442
1993,0.684372000916515
1467,0.6841478890341929
1310,0.6838000888253737
921,0.6836667812170226
1475,0.6831108979459427
167,0.6823439772960039
1876,0.6821343204317992
43,0.6810326763026957
484,0.6806380848465026
1394,0.68062833780295
102,0.6805729287840504
1311,0.6787933977870233
2005,0.6773598346737499
1307,0.676248900161233
2002,0.674725656914657
2133,0.6745097122138866
175,0.6739237412088797
1289,0.6737254080560524
1979,0.6721163249415079
1078,0.6718885186323121
2001,0.6716661621401392
110,0.6714692415549444
979,0.6686850655037643
1944,0.668649705470532
601,0.6673478782940795
1435,0.6664054101306335
558,0.6663020873917187
239,0.666202838893489
160,0.66610834575549
2248,0.66495642419048
153,0.6647270542713782
1918,0.6643820649609397
2241,0.6636539296106518
1929,0.6632171890273189
1978,0.662893055860159
930,0.662765181605914
657,0.6625671883808238
88,0.6619084841616496
1930,0.661810264901144
931,0.6615278984167547
1015,0.6605909247737466
909,0.6599229979353376
1877,0.6593418698851101
2027,0.6582678651588634
2023,0.657586830722318
44,0.656128517816223
1290,0.6559701595306076
485,0.6558491964489733
1303,0.6557823375468668
1126,0.6551493559456184
1291,0.6545224822678701
1079,0.6543253002272261
1340,0.6542801264863295
2045,0.6541337304690272
2026,0.6540020594086138
1312,0.6526128098176595
2025,0.6524125207473466
82,0.6521282564666266
1382,0.6518962514150071
1012,0.6513016651651587
2233,0.6504025878109655
1696,0.6477502515773785
22,0.6475629761764183
463,0.6468600471182802
147,0.6467028380343098
602,0.6466973750086742
217,0.6451691543890696
470,0.6451413233139017
14,0.6451225348149244
1695,0.6449165218779648
1305,0.6443353885582722
1330,0.6440008510183614
927,0.643146132846936
633,0.6430595460973954
455,0.6430589975134687
1057,0.6426622575698457
1127,0.6425903254731834
899,0.6422346486990431
567,0.6413042252013985
1822,0.6406922072293234
1463,0.6394333557326995
980,0.6388449003028335
923,0.6385987593484962
1821,0.6382388921809651
439,0.6381265153481112
98,0.6381123008416065
1031,0.6376135331511324
1818,0.6373767477061298
1847,0.6367875658800644
1904,0.6365878617650951
209,0.6360881004650255
1903,0.6359951334880473
958,0.6353639153845346
932,0.6352564883805211
655,0.634979810902206
1115,0.6348435481659187
1687,0.6347125815152012
908,0.6343263026266854
1577,0.634130009312413
2007,0.6340491062955472
1345,0.6335501054538197
163,0.6331865934152457
1009,0.6320849213973238
680,0.6317879264545299
1692,0.6316307183632062
714,0.6316291727878316
1386,0.6311295491829179
2029,0.6286178187605271
1032,0.6286056869095599
1697,0.6261796948707989
1690,0.6260470954183645
1264,0.6250483185420836
925,0.6249232413489424
1287,0.624830852151307
649,0.6229691653453657
36,0.6207337881962404
477,0.6195434370426304
1026,0.61866971734342
580,0.6184197419607562
1812,0.6182226881181344
900,0.6181623441102656
1028,0.6180928646210818
1457,0.6175740528945889
910,0.617552307554503
1758,0.6170511655108798
1870,0.6156632556963051
1010,0.6155067408424758
26,0.615408338950543
1344,0.6146188644696149
1823,0.614543504206834
1715,0.6141499089798562
1265,0.6141237433310527
231,0.6133436286508928
1067,0.6119047552016594
1816,0.6117325323619143
1423,0.6112905433351423
1814,0.6107313128309527
1314,0.6095529522649782
924,0.6094062078308223
1759,0.6086314855405085
1688,0.608462071309763
625,0.6079829657983401
95,0.6077641284642553
1105,0.6075870123300015
2024,0.6072722627550353
654,0.6070935480469507
1845,0.6049348316522118
902,0.6038297393450194
1387,0.6035396115740864
693,0.6031379489521762
590,0.6005861856183393
1002,0.5999923347745073
1850,0.5999731611104028
1851,0.598971711925586
1120,0.598961378342846
1427,0.5987685866196013
1304,0.597786912414801
664,0.5972839579461321
1789,0.5971450630949704
715,0.5967257779411569
1468,0.5963800655457896
1689,0.5961077114364023
1682,0.5959061296282915
32,0.5958989711018309
1587,0.5958583254022667
1350,0.5956806416343052
891,0.5952880586292274
473,0.5950658316596322
1815,0.595056157159387
1125,0.5946493050399624
1473,0.594474846925799
