Id,SalePrice
1461,117318.0971820106
1462,154939.6148288823
1463,179712.50280902284
1464,195710.9594973217
1465,192313.52385034837
1466,174183.2482970065
1467,179169.2471384598
1468,166569.75560919807
1469,194283.3836861977
1470,119356.35023687384
1471,189129.51878145835
1472,96227.79118699186
1473,94802.76793496686
1474,139062.2913538004
1475,117968.81975278258
1476,348105.8818541415
1477,235734.44809691826
1478,291740.99815539725
1479,280314.62836066575
1480,576883.8659127122
1481,355178.13882520905
1482,216646.08048973736
1483,185520.3058729077
1484,168153.6365835744
1485,179766.2049501672
1486,197142.43894177693
1487,304106.506291853
1488,248593.4417780698
1489,181831.42119933927
1490,218243.27720371317
1491,199880.85471704116
1492,91208.34534084669
1493,180509.5865922902
1494,320614.0556200566
1495,292577.360825413
1496,218018.54886300274
1497,175037.67979860364
1498,156173.9093033308
1499,152935.46735274166
1500,149555.5778219375
1501,162933.0671989476
1502,140558.42820838434
1503,260195.51210420876
1504,226884.30156329583
1505,215114.36023901496
1506,210177.78224807288
1507,245540.07442850707
1508,210250.91493067003
1509,161570.3179925394
1510,137284.35750230242
1511,142629.23512056965
1512,169807.88243569015
1513,153236.73765062643
1514,163593.1904904569
1515,207350.63262245175
1516,151882.14106531552
1517,161093.57771080566
1518,129582.492472873
1519,200821.65435512224
1520,122716.85197088048
1521,128968.9027083718
1522,166008.45796631643
1523,111786.98460913492
1524,124462.12904677239
1525,116661.44410721236
1526,113210.19134534374
1527,102550.973362926
1528,138820.5364003835
1529,141452.4895234847
1530,167712.35796886054
1531,106788.02627742571
1532,97034.72490107718
1533,164849.57725903552
1534,125785.11026033259
1535,157917.58020638168
1536,112330.85747152247
1537,76826.78729432262
1538,176293.71018741356
1539,181473.18509936094
1540,99497.84327135264
1541,143552.96098524172
1542,136302.59537054415
1543,170444.32968696882
1544,81007.6664331476
1545,117387.02383687736
1546,134415.625078311
1547,126431.99336584158
1548,128031.17661382651
1549,117208.49329051969
1550,129019.9647339041
1551,106227.90927231203
1552,124916.65830287359
1553,132389.96315091458
1554,124537.01878743744
1555,178417.6993938433
1556,75387.70367012994
1557,92238.33902913504
1558,99069.02805481153
1559,75265.67384016012
1560,121393.63762954349
1561,112541.75838733248
1562,124406.57774144819
1563,110794.2352504708
1564,160788.30623071064
1565,143562.34153620666
1566,260155.23796986908
1567,74329.7333762702
1568,227826.81516931317
1569,136523.7018810533
1570,137539.23261158552
1571,124224.6987217141
1572,146090.02686859661
1573,230828.97999721832
1574,123011.5072462313
1575,266535.0216845118
1576,252870.83926567453
1577,182735.32451779826
1578,142266.10923955622
1579,147640.27951843297
1580,197608.21988653275
1581,153918.56624757065
1582,122346.58871977072
1583,304694.44035783486
1584,220471.61622483993
1585,142153.35343043116
1586,72408.99761021831
1587,106427.2468950994
1588,144233.7559127776
1589,100594.14692044031
1590,135115.12888910068
1591,96091.06780648098
1592,115378.88472443388
1593,111977.98619588092
