Id,SalePrice
1461,124186.75718462597
1462,156544.7653808328
1463,193350.48158945996
1464,193384.48392791144
1465,185047.02804759983
1466,174193.75937132543
1467,174951.97573399497
1468,163878.19615953424
1469,183488.24553701055
1470,127524.02306584764
1471,184176.4953868587
1472,97826.45404634697
1473,96176.73518093607
1474,145041.04015451696
1475,111982.78557690402
1476,363510.03434222424
1477,252833.38673354086
1478,294402.2504350509
1479,280415.5598161268
1480,513917.50166178384
1481,330077.2204021265
1482,203892.54676168802
1483,181237.0349962347
1484,172159.69888968044
1485,181793.65241824102
1486,196552.54718459497
1487,344272.41498709866
1488,244607.16081455222
1489,210851.80397411372
1490,224332.93790890175
1491,189685.8263081851
1492,95997.37611850433
1493,182991.0374842176
1494,292607.3368047916
1495,278964.8872257466
1496,243509.6417107259
1497,178542.83250059502
1498,170057.8520880378
1499,165870.74159249722
1500,162609.3089505331
1501,177795.05193332105
1502,149307.60510182776
1503,278122.4519758309
1504,240469.22395241735
1505,227889.1376334573
1506,182584.66820841367
1507,242055.05471298977
1508,200341.7840574938
1509,163786.86088350244
1510,151820.5468796079
1511,142475.18637163017
1512,161411.5642025772
1513,141284.1726861449
1514,171711.2680771944
1515,183222.9796219552
1516,138968.4323508284
1517,164883.0689550491
1518,121212.42501904644
1519,217756.44874257012
1520,134624.24839380075
1521,138258.86369730058
1522,168634.0150602081
1523,111540.78126207566
1524,121650.09206800134
1525,124219.09280295292
1526,117201.34500374559
1527,102097.22077573277
1528,130015.85394714012
1529,151290.2942884956
1530,169065.8004250181
1531,106623.75479423745
1532,90697.86407443284
1533,142251.5780706192
1534,119561.57401412245
1535,151893.72365436007
1536,109268.46526889401
1537,69423.40552630827
1538,157403.57466885503
1539,181465.97808529617
1540,95261.65839906948
1541,142711.53892817427
1542,140396.80550299495
1543,216077.46109041743
1544,77789.6368888256
1545,114275.94039068918
1546,127060.3797184379
1547,144094.65864967904
1548,136625.23862665833
1549,118832.78667526695
1550,141642.3586168954
1551,104547.8019129423
1552,146599.91934609273
1553,143619.96259410543
1554,118464.98011049799
1555,167367.04314432037
1556,88163.59949993028
1557,93616.83357177337
1558,94089.39358702974
1559,81687.10602467593
1560,122205.85748662183
1561,141813.1962201703
1562,132577.9674626224
1563,120837.29175758778
1564,152277.66828817435
1565,154069.26279577916
1566,229854.2802722095
1567,68812.5442945493
1568,220204.04889082225
1569,141544.83562585208
1570,147987.40618144156
1571,119631.54948220015
1572,148081.03049573745
1573,237066.28666472377
1574,121747.49932102009
1575,237572.7633848612
1576,243088.87053361413
1577,199631.9402586989
1578,144271.22685097242
1579,147536.67401795107
1580,192640.7703454878
1581,150675.31725657967
1582,132287.6549581865
1583,316138.0591957238
1584,231395.3360826522
1585,141216.8045648742
1586,69379.89728827741
1587,99572.87076541159
1588,151851.52132709994
1589,99674.50610965163
1590,130556.87139028418
1591,94974.89765353772
1592,120802.37870266312
1593,120494.34784861056
1594,134967.0493515604
1595,98784.58462154945
1596,231019.38076631972
1597,189934.31889552902
1598,208445.64180400255
1599,152872.64397040877
1600,157011.08186516265
1601,64095.65047027906
1602,105501.60501179633
1603,96027.62581643296
1604,259781.09042375235
1605,220506.7293917788
1606,171782.47840828638
1607,157441.8632075671
1608,226237.23183239507
1609,194437.5282488151
1610,161351.74639484342
1611,133017.07137581767
1612,160970.39683415124
1613,166850.35412543567
1614,118227.45303480126
1615,83960.10979839599
1616,68264.03856935567
1617,90218.47041743113
1618,124152.52575474394
1619,144300.74151778762
1620,167802.3760286304
1621,133402.37070697898
1622,140893.80034284058
1623,257423.0051636484
1624,197837.06960689402
1625,114459.67089787655
1626,158583.20297989776
1627,197722.54519272712
1628,269858.53226225235
1629,182794.92165099236
1630,377340.5093939156
1631,214090.2109030336
1632,228268.3867698875
1633,174716.95259673533
1634,190420.87279750628
1635,179132.7513773653
1636,154365.07918504317
1637,201961.6926633452
1638,183337.50437143055
1639,186904.63227932085
1640,259846.58411520746
1641,179609.22710465133
1642,222967.2132902746
1643,216884.96364908046
1644,232670.5225745576
1645,193226.35751935642
1646,166983.22617029777
1647,153961.4019567718
1648,129129.80192353866
1649,142171.03744658275
1650,122914.52767075697
1651,121762.84048210995
1652,95499.147885048
1653,99477.15051014327
1654,141912.8135087841
1655,139545.63104145875
1656,142773.64835617857
1657,147499.10908266655
1658,138207.53716478284
1659,123323.50522329035
1660,157906.2774326871
1661,480594.59332670475
1662,382408.9364942508
1663,374966.4620227958
1664,485136.1018247424
1665,314398.06185025536
1666,333522.6422334028
1667,381630.6719854334
1668,345525.8150545022
1669,275763.03199502104
1670,364720.90128414467
1671,282367.6887314893
1672,477108.9443627078
1673,305031.8400986042
1674,249145.30895441654
1675,191139.35291360714
1676,192542.12783941708
1677,228414.43707316834
1678,487048.21327908774
1679,389110.3652224123
1680,357861.26099788054
1681,237565.3073316543
1682,302168.87823319493
1683,181864.1839036453
1684,168918.5948748286
1685,167328.2244816035
1686,166978.54495677236
1687,161660.61664401492
1688,190262.64023246642
1689,199948.38425605884
1690,194093.83214015368
1691,186982.10423406187
1692,256697.37225828215
1693,173055.0984331875
1694,181735.88509207356
1695,161608.11734331932
1696,275284.92652871436
1697,165375.04367837435
1698,385805.66626877734
1699,330374.45018590643
1700,257886.62690309994
1701,264088.39659475064
1702,257421.22047438117
1703,264419.54056909744
1704,284146.7531611241
1705,228257.254564191
1706,442016.718313449
1707,213431.65659858394
1708,214515.68495184963
1709,280904.98992196785
1710,221407.35544079746
1711,257182.41082080564
1712,283898.1646541022
1713,271634.4776372725
1714,222560.42459058625
1715,210412.1831112305
1716,192051.69222415454
1717,170472.96612961078
1718,138201.6950360549
1719,196922.332424525
1720,246417.60826128244
1721,168729.4859436514
1722,137621.13933827414
1723,157240.9703434399
1724,212428.91687332524
1725,248986.91567989788
1726,187674.30168780318
1727,164230.1364828589
1728,180271.23945880914
1729,170536.31027956458
1730,150763.86670898378
1731,123173.45936858753
1732,130605.96234701754
1733,119812.1924958874
1734,124978.67204140555
1735,133518.80803542718
1736,122673.68677308339
1737,297068.12649242574
1738,232932.02174927457
1739,256495.04213271712
1740,250241.065218027
1741,202670.68184597223
1742,176754.90354643454
1743,172821.21854850004
1744,299432.64955846814
1745,215437.37196751765
1746,167821.35322473655
1747,223163.6635215024
1748,230431.84221189952
1749,156760.47064032673
1750,131530.53477035818
1751,242798.9768225531
1752,122084.00368095153
1753,145941.18326667903
1754,201056.41143450682
1755,170612.86411795346
1756,136591.4065535007
1757,122484.96055153952
1758,148256.82094736022
1759,161128.61282685562
1760,172882.68467381343
1761,145501.22977821744
1762,177319.4620077732
1763,162416.79305809777
1764,118702.16431931562
1765,164684.40221692793
1766,175967.14202802352
1767,212982.56576265497
1768,148484.1815058582
1769,176354.49279877183
1770,146330.2451407109
1771,131832.36901001673
1772,128401.61192317547
1773,135539.82928467536
1774,126204.0715601474
1775,139194.26557788337
1776,122713.55543344302
1777,116690.46342927431
1778,141895.4878113137
1779,117664.27700673569
1780,171028.66198319342
1781,128571.41960764576
1782,92606.28832843181
1783,145002.4825403743
1784,110909.90575988933
1785,116553.96212295946
1786,145638.51255308828
1787,153564.83360316113
1788,59412.280909515546
1789,96626.26225684269
1790,81715.17310234203
1791,184237.0921241064
1792,158513.89195458606
1793,129102.7838844032
1794,146789.33915392807
1795,134955.67745695272
1796,128193.6431111154
1797,119990.69093638561
1798,127369.07851505344
1799,118566.34761343434
1800,138538.34782966162
1801,131915.4544996098
1802,123219.60334732043
1803,148278.79452883877
1804,140672.5161482885
1805,135804.59753701463
1806,126156.00781775058
1807,123239.88465289683
1808,117615.49982659968
1809,122806.80391767898
1810,157308.948927864
1811,94375.76223907815
1812,94245.24654609876
1813,127093.4318975157
1814,97684.68534817745
1815,52496.50020027047
1816,102347.06569524734
1817,113466.80108517925
1818,146371.95685975387
1819,115649.59203363827
1820,66087.32474635179
1821,112538.35758024009
1822,140718.92041682696
1823,54608.74286541399
1824,133483.060114096
1825,133217.9659777524
1826,112781.21982105877
1827,102830.85554415424
1828,136641.63372333
1829,108073.30154453106
1830,149284.3377323877
1831,154055.47661300754
1832,85252.26395917009
1833,135640.28302080976
1834,121083.26719165043
1835,120701.16163156976
1836,119934.47889562022
1837,88121.69845478151
1838,131249.62551656805
1839,97217.04678964659
1840,165577.3485457159
1841,148936.3459786371
1842,84827.03036943257
1843,136236.44664024454
1844,134094.33101982993
1845,140162.03077726346
1846,154073.05433005886
1847,158798.59541265926
1848,54251.62105321656
1849,101869.68291271372
1850,120019.73181358195
1851,142497.1125911123
1852,125747.88029927548
1853,140877.62174161916
1854,171598.4288711689
1855,138568.20273071868
1856,208940.15136220795
1857,152835.76871703894
1858,138925.8778924599
1859,120488.3941200136
1860,156771.3653828794
1861,118853.71859873932
1862,307703.0012819283
1863,287490.83669043623
1864,287485.85166046256
1865,332968.140457018
1866,331814.1996385101
1867,237907.69541442406
1868,299642.13643134496
1869,198441.32345287516
1870,240336.84243850847
1871,253958.3726829147
1872,172377.2311201153
1873,225699.595322356
1874,146950.67940574794
1875,198616.1152407459
1876,194495.0457106399
1877,209810.38165383105
1878,219307.9353535493
1879,130211.43499218657
1880,138467.85799877168
1881,240222.98143440962
1882,245893.6082465733
1883,187683.14644954418
1884,212561.98976756752
1885,241729.3552593508
1886,296283.7488159061
1887,201974.42909566168
1888,273620.5337695404
1889,158377.122233084
1890,128973.38775509153
1891,134869.57779208446
1892,99662.23070328245
1893,138430.60595087564
1894,131387.32928225177
1895,134922.70109454944
1896,121740.61509968004
1897,118773.71885907781
1898,108314.87454762287
1899,154290.2473687022
1900,141322.74212061486
1901,174000.40115383972
1902,144590.7896320294
1903,201225.4496349329
1904,152103.8337702667
1905,193351.42851239935
1906,159789.6208257925
1907,196257.73955949326
1908,112647.20116522712
1909,133632.8248867012
1910,114709.46824178706
1911,216771.09206505696
1912,305745.22646728466
1913,131742.15291161617
1914,74897.65192555996
1915,331578.0026507017
1916,62587.59396115079
1917,246285.02262776622
1918,141561.33204444978
1919,170270.59521405463
1920,148027.0264346792
1921,437721.8136133701
1922,326357.449730602
1923,215435.53407414077
1924,231116.08315484342
1925,193632.91824944902
1926,393949.89888189745
1927,134847.1800405338
1928,154495.0882034289
1929,125784.03701982289
1930,142959.74632035088
1931,141109.17014516224
1932,140256.42942951233
1933,184507.46414059238
1934,187842.15195189702
1935,171714.10901127465
1936,194119.09325339925
1937,180906.15593151885
1938,169251.9772161058
1939,227320.94890964712
1940,181502.3398834743
1941,175258.39702127964
1942,188591.65392890573
1943,213900.70621525627
1944,347766.91557853017
1945,391022.1272145682
1946,165157.89958010087
1947,299819.74604162056
1948,181178.97405744257
1949,233958.76622330418
1950,177524.64846365637
1951,222436.2158141606
1952,197729.70741263576
1953,171262.1334579941
1954,185392.3307836233
1955,140211.2627132154
1956,310442.19334177935
1957,154895.01636453075
1958,325182.8274108195
1959,133512.63804305266
1960,111374.79501741815
1961,123135.91791293476
1962,96676.84651509346
1963,104350.44755384
1964,110842.64517839026
1965,143038.97475177434
1966,133221.21143967455
1967,301242.74207537237
1968,423322.0864230543
1969,394975.99238264427
1970,458815.9707867766
1971,464816.46795809723
1972,358529.14843724424
1973,257652.56091537263
1974,299666.1918293312
1975,501832.9864225018
1976,278764.1248666288
1977,372345.0735932
1978,360547.6313676488
1979,365399.3362428327
1980,206663.5116070215
1981,349586.77600424946
1982,218063.42091260164
1983,206686.70993486475
1984,166632.1529599461
1985,222885.4514391929
1986,216852.20887939114
1987,183755.13351497505
1988,179337.5405397949
1989,184990.967723266
1990,222608.01730845138
1991,228010.40619037236
1992,211000.04300045694
1993,164113.08325080242
1994,215156.57320684876
1995,185321.382566894
1996,264515.8062435719
1997,294308.1231295563
1998,324221.64873767184
1999,260209.35453339134
2000,325944.88087988517
2001,272407.70090008393
2002,229934.14434782063
2003,252615.69461756176
2004,289401.62948223983
2005,196274.33926256152
2006,225474.9400169432
2007,242771.99579470092
2008,231405.5475717652
2009,198693.25736306907
2010,184762.8516674102
2011,148162.76912386055
2012,172956.44487809658
2013,184157.68468987645
2014,180780.20340840676
2015,196528.4539493242
2016,200435.7771143661
2017,201314.6082833872
2018,129931.417255983
2019,138710.30562696516
2020,109732.00322867722
2021,107599.18002393165
2022,176498.89766350578
2023,142826.99730916938
2024,257777.31243858868
2025,376099.56684824516
2026,171575.3642601871
2027,161648.43906545363
2028,149235.0900490029
2029,178702.49963502988
2030,266295.67056082096
2031,239003.92514255625
2032,229177.40184348088
2033,252389.20602234174
2034,167791.0856265928
2035,228636.20924469095
2036,194272.2241784322
2037,198268.93470891152
2038,298398.5275261833
2039,226501.1057082317
2040,308638.65929992904
2041,252559.86949102805
2042,199186.02587659663
2043,172124.63250971056
2044,172659.03510149725
2045,211021.65532705333
2046,137832.607336673
2047,148259.6069220906
2048,133891.96040696045
2049,134907.92648686038
2050,178285.86153084502
2051,105132.50524808395
2052,134459.4213576098
2053,146632.81112064215
2054,85375.80988941
2055,151610.76941433302
2056,141566.68424335786
2057,114182.71981333871
2058,222692.0598211317
2059,137009.63765739877
2060,170118.86279438896
2061,163071.02104580004
2062,134479.99096665805
2063,120107.37816707884
2064,141909.88923286248
2065,124573.40779637538
2066,157802.6361358408
2067,111702.36608728708
2068,129608.95431747402
2069,85881.77952040473
2070,111630.79830877564
2071,98628.94918637093
2072,127468.91813505616
2073,139969.00049707535
2074,187917.53215066122
2075,145736.91991548857
2076,118405.57267744734
2077,154882.4365358304
2078,136383.97360613922
2079,127750.31593869426
2080,118769.98286861465
2081,122863.24876434938
2082,130526.11776243722
2083,135482.42454734162
2084,111594.18010401735
2085,124375.92841604947
2086,123063.75510261102
2087,120670.65271464126
2088,87822.10044839885
2089,74423.85289583456
2090,127766.22977964455
2091,127679.75208306726
2092,129602.77518728937
2093,105993.09485401586
2094,108088.57289906459
2095,152008.7871003591
2096,77111.72644003622
2097,93435.25433023703
2098,148013.9852760439
2099,61751.947076035794
2100,91393.60391680515
2101,118857.2158040111
2102,113150.07421865546
2103,109017.5265986509
2104,132427.23521083902
